=== NOTIF === 2026-08-18 09:09:30 | ARRANQUE | ARRANQUE del sistema vivo — 2026-08-18 (0DTE 20260818)
2026-08-18 15:13:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:13:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.63)
2026-08-18 15:13:06 | DATA   | cadena persistida 2026-08-18 15:13: 82 filas (fuente=live)
2026-08-18 15:14:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:14:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.65)
2026-08-18 15:14:05 | DATA   | cadena persistida 2026-08-18 15:14: 82 filas (fuente=live)
=== NOTIF === 2026-08-18 15:14:22 | ORDEN | COMPRA VERTICAL SPY C L=767/S=769 x1 debito<=1.02
2026-08-18 15:15:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:15:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.62)
2026-08-18 15:15:05 | DATA   | cadena persistida 2026-08-18 15:15: 82 filas (fuente=live)
=== NOTIF === 2026-08-18 15:15:05 | ARRANQUE | RECALIBRA 15:15: saldo=499 nivel 5->4 tope 90->75 unidades 1->1 (ancho FIJO 2)
2026-08-18 15:16:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:16:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.67)
2026-08-18 15:16:05 | DATA   | cadena persistida 2026-08-18 15:16: 82 filas (fuente=live)
=== NOTIF === 2026-08-18 15:16:05 | ARRANQUE | RECALIBRA 15:16: saldo=504 nivel 4->5 tope 75->90 unidades 1->1 (ancho FIJO 2)
=== NOTIF === 2026-08-18 15:16:07 | ORDEN | CIERRE VERTICAL SPY C L=767/S=769 x1 crédito 0.79
=== NOTIF === 2026-08-18 15:16:10 | ORDEN | CIERRE SPY C 768 x1 límite 0.94
=== NOTIF === 2026-08-18 15:16:13 | CIERRE | CIERRE (flip) C -> P&L estimado (sin fills) -27$ x1
2026-08-18 15:16:13 | SENAL  | señal 15:15 P (ST-3 NORMAL) -> sin_contrato
2026-08-18 15:17:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:17:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.74)
2026-08-18 15:17:08 | DATA   | cadena persistida 2026-08-18 15:17: 82 filas (fuente=live)
2026-08-18 15:18:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:18:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.70)
2026-08-18 15:18:08 | DATA   | cadena persistida 2026-08-18 15:18: 82 filas (fuente=live)
2026-08-18 15:18:14 | DATA   | IBKR conectando a 127.0.0.1:4002 clientId=33
=== NOTIF === 2026-08-18 15:18:14 | IBKR | IBKR conectado (paper 4002)
2026-08-18 15:18:15 | DATA   | IBKR desconectado
2026-08-18 15:19:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:19:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.80)
2026-08-18 15:19:07 | DATA   | cadena persistida 2026-08-18 15:19: 82 filas (fuente=live)
2026-08-18 15:20:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:20:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.85)
2026-08-18 15:20:07 | DATA   | cadena persistida 2026-08-18 15:20: 82 filas (fuente=live)
=== NOTIF === 2026-08-18 15:20:12 | ARRANQUE | ARRANQUE del sistema vivo — 2026-08-18 (0DTE 20260818)
2026-08-18 15:20:12 | DATA   | IBKR conectando a 127.0.0.1:4002 clientId=17
=== NOTIF === 2026-08-18 15:20:13 | IBKR | IBKR conectado (paper 4002)
=== NOTIF === 2026-08-18 15:20:13 | ARRANQUE | Autocalibra: saldo=519 nivel=5 ancho=2 tope=90 unidades=1
=== NOTIF === 2026-08-18 15:20:13 | ARRANQUE | BACKFILL de arranque (SPY premarket + ETF + día anterior)
2026-08-18 15:20:13 | DATA   | backfill SPY 2 D 1 min useRTH=False
2026-08-18 15:20:14 | DATA   | backfill SPY: 1402 barras persistidas (fecha 2026-08-18)
2026-08-18 15:20:14 | DATA   | backfill DIA: 36 barras
2026-08-18 15:20:14 | DATA   | backfill TLT: 36 barras
2026-08-18 15:20:14 | DATA   | día anterior (2026-08-17, cierres RTH): cierre=772.64 máx=776.64 mín=772.58
2026-08-18 15:20:14 | DATA   | día anterior (cierres RTH): max=776.64 min=772.58 cierre=772.64
=== NOTIF === 2026-08-18 15:20:14 | ARRANQUE | POSICIÓN RECUPERADA de IBKR: vertical C L=767/S=769 coste=1.03 +pirámide 768 (entrada 11:01)
=== NOTIF === 2026-08-18 15:20:14 | ARRANQUE | Sistema EN MARCHA — esperando barras (todo activo)
2026-08-18 15:20:14 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:20:19 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.78)
2026-08-18 15:20:19 | DATA   | cadena persistida 2026-08-18 15:20: 82 filas (fuente=live)
2026-08-18 15:21:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:21:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.85)
2026-08-18 15:21:09 | DATA   | cadena persistida 2026-08-18 15:21: 82 filas (fuente=live)
2026-08-18 15:22:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:22:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.82)
2026-08-18 15:22:08 | DATA   | cadena persistida 2026-08-18 15:22: 82 filas (fuente=live)
2026-08-18 15:23:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:23:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.02)
2026-08-18 15:23:08 | DATA   | cadena persistida 2026-08-18 15:23: 82 filas (fuente=live)
2026-08-18 15:23:55 | DATA   | IBKR conectando a 127.0.0.1:4002 clientId=36
=== NOTIF === 2026-08-18 15:23:56 | IBKR | IBKR conectado (paper 4002)
=== NOTIF === 2026-08-18 15:23:56 | ARRANQUE | POSICIÓN RECUPERADA de IBKR: vertical C L=767/S=769 coste=1.03 +pirámide 768 (entrada 11:01)
2026-08-18 15:23:56 | DATA   | IBKR desconectado
2026-08-18 15:24:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:24:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.97)
2026-08-18 15:24:08 | DATA   | cadena persistida 2026-08-18 15:24: 82 filas (fuente=live)
Error 10349, reqId 49210: Order TIF was set to DAY based on order preset.
Canceled order: Trade(contract=Contract(secType='BAG', symbol='SPY', exchange='SMART', currency='USD', comboLegs=[ComboLeg(conId=908218863, ratio=1, action='SELL', exchange='SMART', openClose=0, shortSaleSlot=0, designatedLocation='', exemptCode=-1), ComboLeg(conId=908218953, ratio=1, action='BUY', exchange='SMART', openClose=0, shortSaleSlot=0, designatedLocation='', exemptCode=-1)]), order=LimitOrder(orderId=49210, clientId=17, action='SELL', totalQuantity=1, lmtPrice=0.86), orderStatus=OrderStatus(orderId=49210, status='Cancelled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2026, 8, 18, 19, 50, 9, 866170, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2026, 8, 18, 19, 50, 9, 882024, tzinfo=datetime.timezone.utc), status='Cancelled', message='Error 10349, reqId 49210: Order TIF was set to DAY based on order preset.', errorCode=10349)], advancedError='')
Error 201, reqId 49210: Order rejected - reason:Riskless combination orders are not allowed. You have reached the maximum limit of active<br>riskless/guaranteed-loss combination orders. Please wait for existing orders to complete or cancel one before<br>submitting a new order.
Error 10349, reqId 49212: Order TIF was set to DAY based on order preset.
Canceled order: Trade(contract=Option(conId=908218908, symbol='SPY', lastTradeDateOrContractMonth='20260818', strike=768.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPY   260818C00768000', tradingClass='SPY'), order=LimitOrder(orderId=49212, clientId=17, action='SELL', totalQuantity=1, lmtPrice=0.21), orderStatus=OrderStatus(orderId=49212, status='Cancelled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0), fills=[], log=[TradeLogEntry(time=datetime.datetime(2026, 8, 18, 19, 50, 12, 935536, tzinfo=datetime.timezone.utc), status='PendingSubmit', message='', errorCode=0), TradeLogEntry(time=datetime.datetime(2026, 8, 18, 19, 50, 12, 940536, tzinfo=datetime.timezone.utc), status='Cancelled', message='Error 10349, reqId 49212: Order TIF was set to DAY based on order preset.', errorCode=10349)], advancedError='')
════════════════════════════════════════════════════════════
🔔 2026-08-18 15:24:20 | ARRANQUE | ARRANQUE del sistema vivo — 2026-08-18 (0DTE 20260818)
════════════════════════════════════════════════════════════
2026-08-18 15:24:20 | DATA   | IBKR conectando a 127.0.0.1:4002 clientId=17
════════════════════════════════════════════════════════════
🔔 2026-08-18 15:24:20 | IBKR | IBKR conectado (paper 4002)
════════════════════════════════════════════════════════════
════════════════════════════════════════════════════════════
🔔 2026-08-18 15:24:20 | ARRANQUE | Autocalibra: saldo=538 nivel=5 ancho=2 tope=90 unidades=1
════════════════════════════════════════════════════════════
════════════════════════════════════════════════════════════
🔔 2026-08-18 15:24:20 | ARRANQUE | BACKFILL de arranque (SPY premarket + ETF + día anterior)
════════════════════════════════════════════════════════════
2026-08-18 15:24:20 | DATA   | backfill SPY 2 D 1 min useRTH=False
2026-08-18 15:24:20 | DATA   | backfill SPY: 1406 barras persistidas (fecha 2026-08-18)
2026-08-18 15:24:21 | DATA   | backfill DIA: 36 barras
2026-08-18 15:24:21 | DATA   | backfill TLT: 36 barras
2026-08-18 15:24:21 | DATA   | día anterior (2026-08-17, cierres RTH): cierre=772.64 máx=776.64 mín=772.58
2026-08-18 15:24:21 | DATA   | día anterior (cierres RTH): max=776.64 min=772.58 cierre=772.64
════════════════════════════════════════════════════════════
🔔 2026-08-18 15:24:21 | ARRANQUE | POSICIÓN RECUPERADA de IBKR: vertical C L=767/S=769 coste=1.03 +pirámide 768 (entrada 11:01)
════════════════════════════════════════════════════════════
════════════════════════════════════════════════════════════
🔔 2026-08-18 15:24:21 | ARRANQUE | Sistema EN MARCHA — esperando barras (todo activo)
════════════════════════════════════════════════════════════
2026-08-18 15:24:21 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:24:26 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.03)
2026-08-18 15:24:26 | DATA   | cadena persistida 2026-08-18 15:24: 82 filas (fuente=live)
2026-08-18 15:25:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:25:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.15)
2026-08-18 15:25:05 | DATA   | cadena persistida 2026-08-18 15:25: 82 filas (fuente=live)
2026-08-18 15:26:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:26:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.11)
2026-08-18 15:26:05 | DATA   | cadena persistida 2026-08-18 15:26: 82 filas (fuente=live)
2026-08-18 15:27:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:27:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.09)
2026-08-18 15:27:04 | DATA   | cadena persistida 2026-08-18 15:27: 82 filas (fuente=live)
2026-08-18 15:28:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:28:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.10)
2026-08-18 15:28:04 | DATA   | cadena persistida 2026-08-18 15:28: 82 filas (fuente=live)
2026-08-18 15:29:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:29:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.08)
2026-08-18 15:29:09 | DATA   | cadena persistida 2026-08-18 15:29: 82 filas (fuente=live)
2026-08-18 15:30:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:30:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.02)
2026-08-18 15:30:08 | DATA   | cadena persistida 2026-08-18 15:30: 82 filas (fuente=live)
2026-08-18 15:31:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:31:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.07)
2026-08-18 15:31:08 | DATA   | cadena persistida 2026-08-18 15:31: 82 filas (fuente=live)
2026-08-18 15:31:08 | SENAL  | señal 15:30 C (ST-3 INVIERTE) -> pos_abierta
2026-08-18 15:32:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:32:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.00)
2026-08-18 15:32:08 | DATA   | cadena persistida 2026-08-18 15:32: 82 filas (fuente=live)
2026-08-18 15:33:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:33:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 768.02)
2026-08-18 15:33:07 | DATA   | cadena persistida 2026-08-18 15:33: 82 filas (fuente=live)
2026-08-18 15:34:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:34:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.95)
2026-08-18 15:34:07 | DATA   | cadena persistida 2026-08-18 15:34: 82 filas (fuente=live)
2026-08-18 15:35:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:35:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.89)
2026-08-18 15:35:07 | DATA   | cadena persistida 2026-08-18 15:35: 82 filas (fuente=live)
2026-08-18 15:36:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:36:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.90)
2026-08-18 15:36:06 | DATA   | cadena persistida 2026-08-18 15:36: 82 filas (fuente=live)
2026-08-18 15:37:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:37:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.88)
2026-08-18 15:37:06 | DATA   | cadena persistida 2026-08-18 15:37: 82 filas (fuente=live)
2026-08-18 15:38:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:38:06 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.97)
2026-08-18 15:38:06 | DATA   | cadena persistida 2026-08-18 15:38: 82 filas (fuente=live)
2026-08-18 15:39:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:39:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.96)
2026-08-18 15:39:05 | DATA   | cadena persistida 2026-08-18 15:39: 82 filas (fuente=live)
2026-08-18 15:40:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:40:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.95)
2026-08-18 15:40:05 | DATA   | cadena persistida 2026-08-18 15:40: 82 filas (fuente=live)
2026-08-18 15:41:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:41:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.84)
2026-08-18 15:41:05 | DATA   | cadena persistida 2026-08-18 15:41: 82 filas (fuente=live)
2026-08-18 15:42:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:42:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.78)
2026-08-18 15:42:04 | DATA   | cadena persistida 2026-08-18 15:42: 82 filas (fuente=live)
2026-08-18 15:43:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:43:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.86)
2026-08-18 15:43:09 | DATA   | cadena persistida 2026-08-18 15:43: 82 filas (fuente=live)
2026-08-18 15:44:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:44:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.88)
2026-08-18 15:44:09 | DATA   | cadena persistida 2026-08-18 15:44: 82 filas (fuente=live)
2026-08-18 15:45:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:45:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.89)
2026-08-18 15:45:09 | DATA   | cadena persistida 2026-08-18 15:45: 82 filas (fuente=live)
2026-08-18 15:46:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:46:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.89)
2026-08-18 15:46:08 | DATA   | cadena persistida 2026-08-18 15:46: 82 filas (fuente=live)
2026-08-18 15:47:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:47:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.86)
2026-08-18 15:47:08 | DATA   | cadena persistida 2026-08-18 15:47: 82 filas (fuente=live)
2026-08-18 15:48:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:48:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.71)
2026-08-18 15:48:07 | DATA   | cadena persistida 2026-08-18 15:48: 82 filas (fuente=live)
2026-08-18 15:49:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:49:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.73)
2026-08-18 15:49:07 | DATA   | cadena persistida 2026-08-18 15:49: 82 filas (fuente=live)
2026-08-18 15:50:02 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:50:07 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.89)
2026-08-18 15:50:07 | DATA   | cadena persistida 2026-08-18 15:50: 82 filas (fuente=live)
════════════════════════════════════════════════════════════
🔔 2026-08-18 15:50:09 | ORDEN | CIERRE VERTICAL SPY C L=767/S=769 x1 crédito 0.86
════════════════════════════════════════════════════════════
════════════════════════════════════════════════════════════
🔔 2026-08-18 15:50:12 | ORDEN | CIERRE SPY C 768 x1 límite 0.21
════════════════════════════════════════════════════════════
════════════════════════════════════════════════════════════
🔔 2026-08-18 15:50:15 | CIERRE | CIERRE (aplanar) C -> P&L estimado (sin fills) -93$ x1
════════════════════════════════════════════════════════════
2026-08-18 15:51:01 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:51:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.83)
2026-08-18 15:51:05 | DATA   | cadena persistida 2026-08-18 15:51: 82 filas (fuente=live)
2026-08-18 15:52:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:52:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.69)
2026-08-18 15:52:05 | DATA   | cadena persistida 2026-08-18 15:52: 82 filas (fuente=live)
════════════════════════════════════════════════════════════
🔔 2026-08-18 15:52:05 | ARRANQUE | RECALIBRA 15:52: saldo=499 nivel 5->4 tope 90->75 unidades 1->1 (ancho FIJO 2)
════════════════════════════════════════════════════════════
2026-08-18 15:53:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:53:05 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.69)
2026-08-18 15:53:05 | DATA   | cadena persistida 2026-08-18 15:53: 82 filas (fuente=live)
2026-08-18 15:54:00 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:54:04 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.60)
2026-08-18 15:54:04 | DATA   | cadena persistida 2026-08-18 15:54: 82 filas (fuente=live)
2026-08-18 15:55:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:55:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.42)
2026-08-18 15:55:09 | DATA   | cadena persistida 2026-08-18 15:55: 82 filas (fuente=live)
2026-08-18 15:56:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:56:09 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.46)
2026-08-18 15:56:09 | DATA   | cadena persistida 2026-08-18 15:56: 82 filas (fuente=live)
2026-08-18 15:57:04 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:57:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.36)
2026-08-18 15:57:08 | DATA   | cadena persistida 2026-08-18 15:57: 82 filas (fuente=live)
2026-08-18 15:58:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:58:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.24)
2026-08-18 15:58:08 | DATA   | cadena persistida 2026-08-18 15:58: 82 filas (fuente=live)
2026-08-18 15:59:03 | DATA   | backfill SPY 120 S 1 min useRTH=False
2026-08-18 15:59:08 | DATA   | cadena 20260818: 82 contratos (ITM+OTM C/P) capturados y cancelados (spot 767.41)
2026-08-18 15:59:08 | DATA   | cadena persistida 2026-08-18 15:59: 82 filas (fuente=live)
════════════════════════════════════════════════════════════
🔔 2026-08-18 16:00:03 | FIN | Cierre de mercado — fin de sesión
════════════════════════════════════════════════════════════
2026-08-18 16:00:03 | DATA   | IBKR desconectado
2026-08-18 16:00:05 | DATA   | IBKR conectando a 127.0.0.1:4002 clientId=33
=== NOTIF === 2026-08-18 16:00:05 | IBKR | IBKR conectado (paper 4002)
2026-08-18 16:00:05 | DATA   | IBKR desconectado
2026-08-18 16:10:49 | DATA   | IBKR conectando a 127.0.0.1:4002 clientId=43
=== NOTIF === 2026-08-18 16:10:49 | IBKR | IBKR conectado (paper 4002)
=== NOTIF === 2026-08-18 16:10:49 | RIESGO | SYNC 16:11: el sistema creía tener posición e IBKR está PLANA (2 confirmaciones) — se suelta y se cierra la fila como 'externa'
2026-08-18 16:10:49 | DATA   | IBKR desconectado
